Q_no,Chakra_Name_kn,Chakra_Name_te,Chakra_Name_en,Chakra_Name_sa,karaka_no,karaka_name_kn,karaka_name_te,karaka_name_en,karaka_name_sa,chakra_result_kn,chakra_result_te,chakra_result_en,chakra_result_sa
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,4,ಆನಿರುದ್ದ,అనిరుద్ద,Anirudda,आनिरुद्द,ನಿನ್ನ ಭಂದನ  ಆಲಸ್ಯವಾಗಿ ವಿಮುಕ್ತಿಗೊಳಿಯುತ್ತದೆ. ಚಿಂತಿಸಬೇಡ,నీ బంధనం ఆలస్యంగా తొలగుతుంది.,Your bondage will be removed with delay.,बन्धनं विलम्बेन निवर्तते।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,3,ಪ್ರಧ್ಯುಮ್ನ,ప్రద్యుమ్న,Pradyumna,प्रध्युम्न,ನಿನ್ನ ನಿರ್ಭಂದ ಸ್ವಲ್ಫದಿನಗಳಲ್ಲೆ ಕಷ್ಟದಮೇಲೆ ವಿಮುಕ್ತಿಗೊಳಿಯುತ್ತದೆ,నీ బంధనం కొంతకాలంలో తొలగుతుంది.,Your bondage will be removed after some time.,बन्धनं कालानन्तरं निवर्तते।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,6,ಕಾಮದೇವ,కామదేవ,Kamadeva,कामदेव,ನಿನ್ನ ನಿರ್ಭಂದವು ರದ್ದುಮಾಡಲಾಗುತ್ತದೆ. ಚಿಂತಿಸಬೇಡ,నీ బంధనం రద్దు అవుతుంది.,Your confinement will be cancelled.,निरोधनं निरस्यते।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,5,ಸಾಂಬ,సాంబ,Samba,सांब,ನಿನ್ನ ನಿರ್ಭಂದ ಅತಿ ಕಷ್ಟದಮೇಲೆ ವಿಮುಕ್ತಿಗೊಳ್ಳುತ್ತದೆ,నీ బంధనం కష్టంతో తొలగుతుంది.,Your bondage will end with difficulty.,बन्धनं कष्टेन निवर्तते।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,9,ಗಣೇಷ,గణేష,Ganesha,गणेष,ನಿನಗೆ ವಿಲಂಭದಿಂದ ಭಂದನ ವಿಮುಕ್ತಿಯಾಗುವುದು,ఆలస్యంగా బంధనం తొలగుతుంది.,Your bondage will be removed with delay.,बन्धनं विलम्बेन निवर्तते।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,10,ಕಾರ್ತಿಕೇಯ,కార్తికేయ,Karthikeya,कार्तिकेय,ನಿನಗೆ ಕಾರಾಗೃಹದಿಂದ ವಿಮುಕ್ತಿ ಲಭಿಸುತ್ತದೆ. ಆದರೇ ಅದು ಆಲಸ್ಯವಾಗುತ್ತದೆ.,జైలు నుండి విడుదల అవుతావు కానీ ఆలస్యంగా.,You will be released from prison; but with delay.,कारागारात् विमुक्तिः। किन्तु विलम्बेन।
29,ಬಂಧನ ಪರೀಕ್ಷಾ ಚಕ್ರ,బంధన పరీక్షా చక్రం  ,Imprisonment Examination Chakra  ,बन्धन परीक्षा चक्रम्  ,7,ಗರುಡ,గరుడ,Garuda,गरुड,ನಿನ್ನ ಶರೀರದ ವೊಳಗಿನ ಮಧ್ಯನಾಡಿಯಲ್ಲಿ ವಿತ್ತಾಧಿಕ್ಯವಾದ ಧಾತುಹಾನಿ ಸಂಭವಿಸಿದೆ. ಅತಿ ಕಷ್ಟದಮೇಲೆ ಆ ರೋಗ ನಿವಾರಣೆಯಾಗುತ್ತದೆ,నీ శరీరంలో మధ్య నాడిలో లోహ సంబంధ హాని ఉంది. కష్టంతో నయం అవుతుంది.,There is internal imbalance related to metals in your body. It will heal with difficulty.,शरीरे मध्यनाड्याम् धातुहानिः अस्ति। कष्टेन निवारणम्।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,6,ಗೋರಖನಾಥ,గోరఖనాథ,Gorakhnath,गोरखनाथ,ನೀನು ಅವನ ಜೊತೆ ಹೊಂದಾಣಿಕೆ ಯಿಂದ ಇದ್ದರೇ ಕಷ್ಟಗಳು ಹೊಂದುತ್ತಿಯ,అతనితో కలిసుంటే కష్టాలు వస్తాయి.,If you associate with him; you will face difficulties.,तस्य सह संगात् क्लेशः।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,8,ಆಂಗೀರಸ,అంగీరస,Angirasa,आंगीरस,ನೀನು ಇವನಲ್ಲಿ ವಿಶ್ವಾಸವನ್ನಿಡು. ಚಿಂತಿಸಬೇಕಾದ ಕೆಲಸ ಇಲ್ಲ.,అతనిపై నమ్మకం ఉంచు. భయం లేదు.,Trust him. There is nothing to fear.,तस्मिन् विश्वासं कुरु। न भयम्।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,7,ಅಗಸ್ತ್ಯ,అగస్త్య,Agastya,अगस्त्य,ನೀನು ಈ ಚಿಂತೆಯನ್ನು ಯಾವಗಲೂ ಇಟ್ಟುಕೊಳ್ಳಬೇಡ. ಚಿಂತಿಸುವುದಕ್ಕೆ ಕಾರಣವಿಲ್ಲ,ఈ ఆందోళన అవసరం లేదు.,There is no need for this worry.,एषा चिन्ता अनावश्यका।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,9,ದೂರ್ವಾಸ,దూర్వాస,Durvasa,दूर्वास,ಈ ದ್ರವ್ಯವನ್ನು ಮಾರಿಬಿಡು. ಲಾಭಿಸುತ್ತದೆ,ఈ వస్తువును అమ్ము. లాభం కలుగుతుంది.,Sell this item. You will gain.,एतत् वस्तु विक्रय। लाभः।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,4,ಜನಕ,జనక,Janaka,जनक,ನೀನು ಅಲ್ಲಿಗೆ ದೂತನನ್ನು ಕಳುಹಿಸಿಕೊಟ್ಟರೆ ಕಾರ್ಯವಾಗುವುದಿಲ್ಲ,దూతను పంపితే పని జరగదు.,Sending a messenger will not succeed.,दूतप्रेषणात् कार्यं न सिद्ध्यति।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,10,ನಾರದ,నారద,Narada,नारद,ನೀನು ಅಲ್ಲಿಗೆ ದೂತನನ್ನು ಕಳುಹಿಸಿಕೊಡು. ಕಾರ್ಯವು ಸಫಲವಾಗುವುದು,దూతను పంపితే పని సఫలం అవుతుంది.,Send a messenger. The task will succeed.,दूतं प्रेषय। कार्यं सिद्ध्यति।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,1,ಸನಕ,సనక,Sanaka,सनक,ನೀನು ಇವನನ್ನು ಯಾವಕಾಲಕ್ಕು ವಿಶ್ವಶಿಸಬೇಡ. ,అతనిపై ఎప్పటికీ నమ్మకం పెట్టుకోకూడదు.,Never trust him.,तस्मिन् कदापि विश्वासं मा कुरु।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,2,ಸನಂದನ,సనందన,pleasure,सनंदन,ನಿನಗೆ ಈ ಆಪತ್ತಿನಿಂದ ರಕ್ಷಣೆ ಪಡಿಯುವುದು ಕಠಿನತರವಾಗಿದೆ,ఈ ప్రమాదం నుండి బయటపడటం కష్టం.,It is difficult to escape this danger.,एतस्मात् आपदः विमोचनं कठिनम्।
30,ವಿಶ್ವಾಸ ಪರೀಕ್ಷಾ ಚಕ್ರ,విశ్వాస పరీక్షా చక్రం  ,Trust Examination Chakra  ,विश्वास परीक्षा चक्रम्  ,5,ಭೀಥಿಲ,భీథిల,Beethila,भीथिल,ನೀನು ಇವನನ್ನು ವಿಶ್ವಾಸಮಾಡು. ವೊಳ್ಳ್ಯೆಯಫಲವು ಸಿಗುವುದು,అతనిపై నమ్మకం ఉంచు. శుభం కలుగుతుంది.,Trust him. You will gain good results.,तस्मिन् विश्वासं कुरु। शुभफलम्।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,1,ಶ್ರೀರಾಮ,శ్రీరామ,Sri Rama,श्रीराम,ವಿದ್ಯಾಭ್ಯಾಸ ತುಂಭಾ ಕಷ್ಟತರ. ಸಾಧನದಿಂದ ಸ್ವಲ್ಫ ಲಾಭಿಸುವುದು,విద్యాభ్యాసం కష్టం. కొంత ఫలితం ఉంటుంది.,Education is difficult; but gives small benefit.,विद्याभ्यासः कठिनः। स्वल्पलाभः।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,2,ಲಕ್ಷ್ಮಣ,లక్ష్మణుడు,Lakshmana,लक्ष्मण, ವಿದ್ಯಾಭ್ಯಾಸ ಮಾಡಿದರೇ ಶೀಘ್ರದಲ್ಲಿ ವಿದ್ಯೆ ಲಭಿಸುತ್ತದೆ,విద్య చదివితే త్వరలో ఫలితం.,If you study; results will come soon.,विद्याभ्यासेन शीघ्रं फलम्।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,4,ಅಂಗದ,అంగద,organ,अंगद,ವಿದ್ಯೆಯನ್ನು ಅಭ್ಯಾಸಮಾಡಿದರೇ ನಿಶ್ಚಿತವಾಗಿ ಬಹಳ ಲಾಭವನ್ನು ಹೊಂದುತ್ತಿಯ.,విద్య వల్ల పెద్ద లాభం.,Education will give great benefit.,विद्यया महान् लाभः।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,3,ಜಾಂಬವಂತ,జాంబవంతుడు,Jambavanta,जांबवंत,ಯಾವ ವಿದ್ಯೆಯನ್ನು ನೀನು ವೋದುವಿಯೋ ಅದು ಶೀಘ್ರದಲ್ಲಿ ಫಲ ಕೊಡುವುದು,ఏ విద్య నేర్చుకున్నా త్వరగా ఫలితం.,Whatever you study will give quick results.,या विद्या अधीयते सा शीघ्रं फलति।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,6,ವಾಲಿ,వాలి,Wally,वालि,ನಿನಗೆ ಈ ನಿಂದೆಯಿಂದ ತೊಂದರೆ ಆಗುವುದು,ఈ నింద వల్ల ఇబ్బంది కలుగుతుంది.,This defamation will cause trouble.,अपवादात् क्लेशः।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,5,ಹನುಮ,హనుమ,Hanuman,हनुम,ನೀನು   ವಿದ್ಯಾಭ್ಯಾಸವನ್ನು ಮಾಡು. ಫಲವು ವಿಲಂಭವಾಗಿ ಬರುವುದು,విద్య చదువు. ఫలితం ఆలస్యంగా.,Study. Results will come with delay.,विद्याभ्यासं कुरु। विलम्बेन फलम्।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,7,ನೀಲ,నీల,blue,नील,ನಿನಗೆ ಬಂದಿರುವ ಈ ನಿಂದೆ ಆಲಸ್ಯವಾಗಿ ತೊಲಗುವುದು,ఈ నింద ఆలస్యంగా తొలగుతుంది.,This defamation will go away slowly.,अपवादः विलम्बेन निवर्तते।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,10,ವಿಭೀಷಣ,విభీషణుడు,Bhishana,विभीषण,ನೀನು ವಿದ್ಯಾಬ್ಯಾಸವನ್ನು ಮಾಡು. ಆಲಸ್ಯವಾಗಿ ಫಲವು ಸಿಗುವುದು,విద్య చదువు. ఆలస్యంగా ఫలితం.,Study. Results will come with delay.,विद्याभ्यासं कुरु। विलम्बेन फलम्।
31,ವಿದ್ಯಾ ಪರೀಕ್ಷಾ ಚಕ್ರ,విద్యా పరీక్షా చక్రం  ,Education Examination Chakra  ,विद्या परीक्षा चक्रम्  ,9,ಸುಗ್ರೀವ,సుగ్రీవ,Sugriva,सुग्रीव,ನಿನಗೆ ವಿದ್ಯೆ ಅಥಿಕಷ್ಟದ ಮೇಲೆ ಲಬಿಸುತ್ತದೆ,కష్టంతో విద్య లభిస్తుంది.,Knowledge will be gained with effort.,विद्या कष्टेन लभ्यते।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,7,ಗೋರಖನಾಥ,గోరఖనాథ,Gorakhnath,गोरखनाथ,ಆ ಪ್ರದೇಶಕ್ಕೆ ದೂತನನ್ನು ಕಳುಹಿಸಿದರೇ ಶೀಘ್ರದಲ್ಲಿ ಕಾರ್ಯಸಿದ್ಧಿ ಆಗುವುದು,దూతను పంపితే పని త్వరగా సఫలం.,If you send a messenger; success will come quickly.,दूतप्रेषणेन शीघ्रं कार्यसिद्धिः।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,9,ಆಂಗೀರಸ,అంగీరస,Angirasa,आंगीरस,ನಿನ್ನ ದ್ತನನ್ನು ಆ ಸ್ಥಲಕ್ಕೆ ಕಳುಹಿಸಿಕೊಡು. ಕಾರ್ಯವು ಫಲಿಸುವುದು,దూతను పంపు. పని సఫలం.,Send a messenger. The work will succeed.,दूतं प्रेषय। कार्यं सिद्ध्यति।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,8,ಅಗಸ್ತ್ಯ,అగస్త్య,Agastya,अगस्त्य,ನೀನು ಅವನಲ್ಲಿ ವಿಶ್ವಾಸವನ್ನಿಡು. ವಿಚಾರಿಸಬೇಡ,అతనిపై నమ్మకం ఉంచు.,Trust him.,विश्वासं कुरु।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,2,ಸನಕ,సనక,Sanaka,सनक,ನೀನು ಅಲ್ಲಿಗೆ ದೂತನನ್ನು ಕಳುಹಿಸಿದರೆ ಕಾರ್ಯವು ಆಗುವುದು,దూతను పంపితే పని జరుగుతుంది.,If you send a messenger; the task will be completed.,दूतप्रेषणेन कार्यं सिद्ध्यति।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,1,ಸನಂದನ,సనందన,pleasure,सनंदन,ನೀನು ಅಲ್ಲಿಗೆ ದೂತನನ್ನು ಕಳುಹಿಸಿಕೊಡಬೇಡ. ಕಾರ್ಯವು ಆಗುವುದಿಲ್ಲ,దూతను పంపవద్దు. పని జరగదు.,Do not send a messenger. The task will fail.,दूतं मा प्रेषय। कार्यं न।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,5,ವಸಿಷ್ಟ,వసిష్ట,Vasishta,वसिष्ट,ನೀನು ಆ ಪ್ರದೇಶಕ್ಕೆ ದೂತನನ್ನು ಕಳುಹಿಸಿಕೊಡು. ಕಾರ್ಯಸಿದ್ಧಿಯಾಗುವುದು,దూతను పంపు. పని సఫలం.,Send a messenger. The task will succeed.,दूतं प्रेषय। कार्यसिद्धिः।
32,ದೂತ ಪರೀಕ್ಷಾ ಚಕ್ರ,దూత పరీక్షా చక్రం  ,Messenger Examination Chakra  ,दूत परीक्षा चक्रम्  ,6,ಭೀಥಿಲ,భీథిల,Beethila,भीथिल,ನೀನು ಅಲ್ಲಿಗೆ ದೂತನನ್ನು ಕಳುಹಿಸಿಕೊಡು. ಕಾರ್ಯವು ಸಫಲವಾಗುವುದು,దూతను పంపు. పని విజయవంతం.,Send a messenger. The task will be successful.,दूतं प्रेषय। कार्यं सफलम्।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,4,ಗೋರಖನಾಥ,గోరఖనాథ,Gorakhnath,गोरखनाथ,ನಿನ್ನ ಪಟ್ಟಣಕ್ಕೆ ಉತ್ತರ ಪಶ್ಚಿಮ (ವಾಯುವ್ಯ) ದಿಕ್ಕು ಸಂಭಂದ ಮಾಡುವುದಕ್ಕಾಗಿ ಮಾತು ನಡೆಯುತ್ತಿದೆ. ಅದು ಈಡೇರುತ್ತದೆ,వాయువ్య దిశలో సంబంధం ఏర్పడుతుంది.,A relationship will form in the northwest direction.,वायव्यदिशि सम्बन्धः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,6,ಆಂಗೀರಸ,అంగీరస,Angirasa,आंगीरस,ಆ  ಸಂಭಂದ ನಿನ್ನ ನಗರದ ಪೂರ್ವದ ದಿಕ್ಕಿನಲ್ಲಿ ಆಗುವುದು,తూర్పు దిశలో సంబంధం ఏర్పడుతుంది.,A relationship will form in the east.,पूर्वदिशि सम्बन्धः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,5,ಅಗಸ್ತ್ಯ,అగస్త్య,Agastya,अगस्त्य,ನಿನ್ನ ನಗರಕ್ಕೆ ಪೂರ್ವದ ದಿಕ್ಕಿನಕ್ಕಿ ನಿನ್ನ ಸ್ವಗ್ರಾಮದಲ್ಲೆ ಸಂಭಂದವಿದೆ,నీ స్వగ్రామంలో తూర్పు దిశలో సంబంధం ఉంది.,A relationship exists in your hometown towards the east.,स्वग्रामे पूर्वदिशि सम्बन्धः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,1,ದೂರ್ವಾಸ,దూర్వాస,Durvasa,दूर्वास,ನೀನು ಈ ಸ್ಥಾನದ ಸಂಭಂದವನ್ನು ಮಾಡಿದರೆ ವೊಳ್ಳೆಯದಾಗುವುದಿಲ್ಲ,ఈ సంబంధం మంచిది కాదు.,This relationship is not good.,अयं सम्बन्धः न शुभः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,8,ಜನಕ,జనక,Janaka,जनक,ಈಗ ಕೊಳ್ಳುವನು ಸಿಗುವುದಿಲ್ಲ,ఇప్పుడు కొనుగోలుదారుడు లేడు.,There is no buyer now.,अधुना क्रेता न।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,7,ನಾರದ,నారద,Narada,नारद,ನಿನ್ನ ನಗರಕ್ಕೆ ದಕ್ಷಿಣದಿಕ್ಕಿನಲ್ಲಿ ಸಂಭಂದವಿದೆ. ಅದು ತುಂಬಾ ವೊಳ್ಳೆಯದು,దక్షిణ దిశలో సంబంధం శుభం.,A relationship in the south is good.,दक्षिणदिशि सम्बन्धः शुभः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,9,ಸನಕ,సనక,Sanaka,सनक,ನಿನ್ನ ನಗರಕ್ಕೆ ಪೂರ್ವದಿಕ್ಕಿನಲ್ಲಿ ಸಂಭಂದ ಗಟ್ಟಿಯಾಗುವುದು. ನೀನು ಆ ಕಡೆ ಪ್ರಯತ್ನಮಾಡು,తూర్పు దిశలో సంబంధం బలంగా ఉంటుంది.,A relationship in the east will become strong.,पूर्वदिशि सम्बन्धः दृढः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,10,ಸನಂದನ,సనందన,pleasure,सनंदन,ನೀನು ಈ ಸ್ಥಾನದ ಸಂಭಂದ ಮಾಡುವುದು ವೊಳ್ಲೆಯದಲ್ಲ,ఈ సంబంధం మంచిది కాదు.,This relationship is not good.,अयं सम्बन्धः न शुभः।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,2,ವಸಿಷ್ಟ,వసిష్ట,Vasishta,वसिष्ट,ನೀನು ಆ ಸಂಭಂದವನ್ನು ಮಾಡಬೇಡ. ಕೊನೆಗೆ ವೊಳ್ಳೆಯದಾಗುವುದು,ఆ సంబంధం చేయవద్దు. చివరకు మంచిది.,Do not pursue that alliance. It will be better in the end.,तं सम्बन्धं मा कुरु। अन्ते शुभम्।
33,ಸಂಭಂದ ಪರೀಕ್ಷಾ ಚಕ್ರ,సంబంధ పరీక్షా చక్రం  ,Relationship Examination Chakra  ,सम्बन्ध परीक्षा चक्रम्  ,3,ಭೀಥಿಲ,భీథిల,Beethila,भीथिल,ನಿನ್ನ ನಗರಕ್ಕೆ ಉತ್ತರದಿಕ್ಕಿನಕ್ಕಿ ಸಂಭಂದವಿದೆ. ಅದು ವಳ್ಳೆಯದು.,ఉత్తర దిశలో సంబంధం మంచిది.,A relationship in the north is good.,उत्तरदिशि सम्बन्धः शुभः।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,8,ಗೋರಖನಾಥ,గోరఖనాథ,Gorakhnath,गोरखनाथ,ಈ ರಾಜ್ಯದಲ್ಲಿ ದೈವದೋಷದಿಂದ ಉಪದ್ರವವು ಆಗುವುದು,ఈ రాజ్యంలో దైవదోషం వల్ల కష్టం.,In this kingdom; trouble arises due to divine factors.,अस्मिन् राज्ये दैवदोषात् उपद्रवः।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,10,ಆಂಗೀರಸ,అంగీరస,Angirasa,आंगीरस,ನೀನು ಮಾಡುವ ರಾಚಕಾರ್ಯವು ಬುದ್ದಿಹೀನವಾಗಿ ಆಗುತ್ತಿದೆ. ಉಪದ್ರವವು ಆಗುವುದು,నీ పనులు వివేకం లేకుండా జరుగుతున్నాయి.,Your actions are being done without wisdom. Trouble may arise.,कार्याणि अविवेकतः। उपद्रवः।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,9,ಅಗಸ್ತ್ಯ,అగస్త్య,Agastya,अगस्त्य,ನೀನು ನಿನ್ನ ದೂತನನ್ನು ಅಲ್ಲಿಗೆ ಕಳುಹಿಸಿಕೊಡು. ಕೆಲಸವು ಈಡೇರಬಲ್ಲದು,దూతను పంపు. పని సఫలం.,Send a messenger. The task will succeed.,दूतं प्रेषय। कार्यं सिद्ध्यति।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,5,ಜನಕ,జనక,Janaka,जनक,ನಿನಗೆ ರಾಜ್ಯಲಾಭವಿಲ್ಲ ಅಂತ ತಿಳಿಯುತ್ತಿದೆ,నీకు రాజ్యలాభం లేదు.,You will not gain a kingdom.,राज्यलाभः न।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,4,ಸನಕ,సనక,Sanaka,सनक,ನಿನಗೆ ಈ ಸಮಯವು ವೊಳ್ಳೆಯದು. ಹೆಚ್ಚಿನ ಸುಖವಗುವುದು,ఈ కాలం శుభం.,This period is favorable.,अयं कालः शुभः।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,3,ಸನಂದನ,సనందన,pleasure,सनंदन,ನೀನು ಈ ವಿಷಯಕ್ಕಾಗಿ ವಿಶ್ವಾಸವನ್ನು ಮಾಡಬೇಡ. ವೊಳ್ಲೆಯದಲ್ಲ.,ఈ విషయంలో నమ్మకం పెట్టుకోకూడదు.,Do not trust in this matter.,अत्र विश्वासः न।
34,ರಾಜ್ಯ ಪರೀಕ್ಷಾ ಚಕ್ರ,రాజ్య పరీక్షా చక్రం  ,Kingdom Examination Chakra  ,राज्य परीक्षा चक्रम्  ,6,ವಸಿಷ್ಟ,వసిష్ట,Vasishta,वसिष्ट,ನಿನಗೆ ಈ ರಾಜ್ಯದಲ್ಲಿ ಸೌಖ್ಯವಾಗುವುದು. ಚಿಂತಿಸಬೇಡ,ఈ రాజ్యంలో సుఖం ఉంటుంది.,You will have comfort in this kingdom.,अस्मिन् राज्ये सुखम्।
